sample_id,collection_date,farmer_id,batch_number,lab_technician,weather_condition,truck_number,collection_shift,pH,pH_duplicate,turbidity_ntu,turbidity_log,temperature_c,ammonia_content,color_score,vfa,drc,grade
LAT_07849,12/3/2022,F012,BATCH_5542,TECH_04,Windy,WP_9850,Morning,5.504,5.5022,139.74,4.9398,32.71,0.157,5,0.091,56.67,C
LAT_07850,7/3/2024,F001,BATCH_3632,TECH_03,Windy,WP_1206,Morning,5.64,5.6394,127.75,4.8501,28.63,0.149,4,0.081,55.4,C
LAT_07851,10/6/2023,F018,BATCH_8273,TECH_06,Cloudy,WP_8700,Morning,5.75,5.7485,113.95,4.7358,28.83,0.175,4,0.078,59.34,B
LAT_07852,2/6/2025,F012,BATCH_1435,TECH_07,Sunny,WP_2366,Morning,6.178,6.1801,80.82,4.3922,28.05,0.204,4,0.052,58.05,B
LAT_07853,11/3/2022,F002,BATCH_2744,TECH_04,Sunny,WP_2064,Morning,5.772,5.7714,101.15,4.6166,29.86,0.187,4,0.07,60.33,B
LAT_07854,5/21/2024,F025,BATCH_8667,TECH_01,Rainy,WP_6269,Morning,5.35,5.3496,141.45,4.9519,31.8,0.138,5,0.097,58.19,C
LAT_07855,7/1/2024,F017,BATCH_9620,TECH_06,Windy,WP_4466,Morning,5.786,5.7839,103.59,4.6404,31.9,0.175,4,0.071,57.84,B
LAT_07856,5/19/2023,F024,BATCH_6900,TECH_06,Cloudy,WP_4681,Morning,5.956,5.9563,99.74,4.6026,30.21,0.161,4,0.068,58.6,B
LAT_07857,5/19/2025,F015,BATCH_1290,TECH_01,Windy,WP_2796,Morning,5.345,5.3459,151.04,5.0175,29.32,0.127,5,0.096,57.88,C
LAT_07858,12/5/2022,F029,BATCH_8986,TECH_05,Rainy,WP_4717,Morning,5.906,5.9047,106.78,4.6708,31.58,0.182,4,0.069,57.05,B
LAT_07859,10/23/2022,F026,BATCH_4807,TECH_03,Sunny,WP_6270,Morning,5.549,5.5469,127.27,4.8463,31.24,0.141,5,0.089,56.22,C
LAT_07860,8/14/2023,F001,BATCH_7921,TECH_05,Rainy,WP_7889,Morning,5.928,5.9252,106.75,4.6705,27.58,0.171,4,0.069,58.64,B
LAT_07861,6/21/2024,F022,BATCH_7856,TECH_06,Cloudy,WP_7167,Morning,6.4,6.4026,73.76,4.3008,31.81,0.195,3,0.045,60.09,A
LAT_07862,5/16/2023,F030,BATCH_3195,TECH_03,Rainy,WP_4841,Morning,5.679,5.6768,133.65,4.8952,30.44,0.165,5,0.085,57.2,C
LAT_07863,4/1/2024,F024,BATCH_5875,TECH_04,Windy,WP_8751,Morning,5.973,5.9733,100.08,4.606,27.91,0.194,4,0.066,58.22,B
LAT_07864,3/11/2022,F008,BATCH_8726,TECH_04,Cloudy,WP_8838,Morning,5.939,5.9402,100.42,4.6094,28.97,0.177,4,0.07,60.48,B
LAT_07865,1/31/2025,F004,BATCH_3267,TECH_07,Rainy,WP_4471,Morning,5.836,5.8365,111.72,4.716,28.09,0.173,4,0.075,56.59,B
LAT_07866,6/21/2024,F001,BATCH_3241,TECH_03,Rainy,WP_7668,Morning,6.723,6.7223,47.65,3.8639,31.73,0.227,3,0.032,58.78,A
LAT_07867,2/21/2022,F029,BATCH_7645,TECH_07,Rainy,WP_6683,Morning,5.719,5.7187,121.05,4.7962,28.05,0.164,5,0.081,57.87,C
LAT_07868,4/28/2024,F005,BATCH_5660,TECH_02,Rainy,WP_8779,Morning,5.364,5.3645,137.05,4.9203,29.51,0.15,5,0.09,55.42,C
LAT_07869,9/19/2023,F021,BATCH_5698,TECH_05,Cloudy,WP_6434,Morning,5.956,5.9589,96.59,4.5705,31.71,0.19,3,0.063,58.17,B
LAT_07870,7/19/2025,F009,BATCH_3185,TECH_05,Rainy,WP_7568,Morning,6,6.0023,108.66,4.6882,29.73,0.18,4,0.071,58.57,B
LAT_07871,9/11/2024,F026,BATCH_7851,TECH_04,Rainy,WP_6263,Morning,5.475,5.4726,140.63,4.9461,28.93,0.126,5,0.096,55.43,C
LAT_07872,6/2/2022,F003,BATCH_7775,TECH_01,Sunny,WP_8300,Afternoon,5.883,5.8842,106.21,4.6654,27.96,0.163,4,0.071,58.37,B
LAT_07873,10/11/2024,F011,BATCH_7728,TECH_04,Cloudy,WP_6642,Morning,6.44,6.4399,63.93,4.1578,29.85,0.221,3,0.042,59.1,A
LAT_07874,12/6/2025,F009,BATCH_7607,TECH_01,Sunny,WP_6877,Morning,6.351,6.3519,64.64,4.1688,28.7,0.224,3,0.046,60.96,A
LAT_07875,10/1/2024,F017,BATCH_2869,TECH_03,Sunny,WP_9544,Morning,6.231,6.2308,80.51,4.3884,31.96,0.19,3,0.053,56.56,B
LAT_07876,4/29/2022,F006,BATCH_1033,TECH_04,Rainy,WP_8765,Morning,5.434,5.4388,142.12,4.9567,31.63,0.146,5,0.096,58.04,C
LAT_07877,10/19/2025,F022,BATCH_1659,TECH_06,Sunny,WP_5742,Morning,5.727,5.7276,125.24,4.8302,31.53,0.155,5,0.079,58.69,B
LAT_07878,6/3/2025,F023,BATCH_4468,TECH_02,Cloudy,WP_6907,Morning,5.384,5.383,144.68,4.9745,32.42,0.155,5,0.097,57.72,C
LAT_07879,10/6/2024,F003,BATCH_2258,TECH_07,Sunny,WP_4107,Morning,6.456,6.4537,70.36,4.2536,31.14,0.223,3,0.044,59.81,A
LAT_07880,4/10/2025,F002,BATCH_5364,TECH_04,Rainy,WP_6821,Afternoon,5.661,5.6573,115.72,4.7512,28.99,0.166,5,0.08,55.39,C
LAT_07881,1/14/2026,F019,BATCH_2730,TECH_06,Windy,WP_4224,Morning,6.551,6.5481,58.86,4.0752,30.04,0.225,2,0.036,60.04,A
LAT_07882,7/5/2025,F005,BATCH_4761,TECH_05,Windy,WP_2717,Morning,6.424,6.4233,62.54,4.1358,27.32,0.209,3,0.039,60.87,A
LAT_07883,2/7/2024,F016,BATCH_4093,TECH_07,Cloudy,WP_3100,Morning,5.556,5.5581,128.26,4.8541,28.36,0.143,5,0.086,58.19,C
LAT_07884,10/2/2024,F003,BATCH_3859,TECH_06,Sunny,WP_8337,Morning,5.609,5.606,124.84,4.827,30.33,0.163,4,0.081,58.83,C
LAT_07885,10/19/2022,F020,BATCH_7339,TECH_04,Windy,WP_8487,Morning,5.376,5.376,135.17,4.9065,30.46,0.139,5,0.093,57.08,C
LAT_07886,1/17/2022,F014,BATCH_1293,TECH_05,Windy,WP_1401,Morning,5.46,5.4601,127.47,4.8479,28.34,0.144,5,0.089,55.06,C
LAT_07887,5/10/2024,F023,BATCH_2504,TECH_04,Windy,WP_1220,Morning,5.406,5.4092,131.18,4.8766,31.66,0.151,5,0.087,56.33,C
LAT_07888,7/28/2023,F002,BATCH_2165,TECH_02,Windy,WP_7167,Morning,6.14,6.1402,91.14,4.5124,32.46,0.188,3,0.061,57.84,B
LAT_07889,1/4/2023,F006,BATCH_6001,TECH_03,Rainy,WP_4761,Morning,5.588,5.5875,133.07,4.8909,31.9,0.139,4,0.087,58.17,C
LAT_07890,9/22/2024,F010,BATCH_4321,TECH_03,Rainy,WP_5889,Morning,5.499,5.4959,137.5,4.9236,27.85,0.13,5,0.093,55.52,C
LAT_07891,1/10/2026,F021,BATCH_7833,TECH_03,Rainy,WP_3599,Morning,5.579,5.5813,126.09,4.837,31.26,0.161,5,0.086,58.75,C
LAT_07892,8/20/2024,F019,BATCH_4517,TECH_07,Sunny,WP_9655,Morning,6.283,6.2824,80.13,4.3837,30.86,0.218,3,0.051,58.73,B
LAT_07893,1/20/2022,F021,BATCH_9905,TECH_01,Cloudy,WP_7881,Morning,5.394,5.3959,141.76,4.9541,31.79,0.166,5,0.094,55.8,C
LAT_07894,10/11/2025,F022,BATCH_9161,TECH_05,Sunny,WP_8428,Afternoon,5.317,5.3164,136,4.9127,29.59,0.121,5,0.093,58.7,C
LAT_07895,9/23/2022,F021,BATCH_1408,TECH_02,Cloudy,WP_7428,Morning,5.542,5.5417,129.53,4.8639,29.45,0.143,5,0.086,55.43,C
LAT_07896,1/23/2026,F002,BATCH_6596,TECH_03,Rainy,WP_9885,Morning,,,99.87,4.6039,30.17,0.178,4,0.066,56.73,B
LAT_07897,6/7/2025,F001,BATCH_8984,TECH_06,Cloudy,WP_9974,Morning,5.542,5.5425,129.08,4.8604,30.04,0.15,5,0.085,56.38,C
LAT_07898,7/9/2024,F011,BATCH_4682,TECH_01,Cloudy,WP_5699,Afternoon,5.652,5.6547,123.25,4.8142,32.23,0.166,5,0.083,58.67,C
LAT_07899,1/29/2026,F020,BATCH_2226,TECH_03,Windy,WP_4137,Morning,5.678,5.6768,119.59,4.7841,27.94,0.162,5,0.08,58.34,C
LAT_07900,4/19/2024,F019,BATCH_9686,TECH_03,Sunny,WP_6381,Afternoon,6.588,6.5869,64.84,4.1719,27.3,0.218,3,0.035,60.52,A
LAT_07901,1/22/2025,F028,BATCH_5646,TECH_07,Rainy,WP_5833,Morning,6.614,6.6126,61.08,4.1122,30.23,0.212,3,0.039,60.67,A
LAT_07902,4/7/2026,F013,BATCH_3443,TECH_05,Sunny,WP_1873,Morning,6.284,6.2875,81.21,4.397,32.07,0.183,3,0.053,56.45,B
LAT_07903,5/11/2024,F005,BATCH_6606,TECH_03,Windy,WP_5705,Morning,5.596,5.5987,131.57,4.8795,30.8,0.153,5,0.086,55.26,C
LAT_07904,3/7/2026,F021,BATCH_5469,TECH_05,Windy,WP_2862,Morning,5.356,5.358,143.91,4.9692,28.82,0.121,5,0.098,56.93,C
LAT_07905,6/13/2025,F007,BATCH_7705,TECH_05,Sunny,WP_2369,Morning,5.363,5.3639,135.06,4.9057,30.99,0.138,5,0.093,56.86,C
LAT_07906,9/14/2022,F011,BATCH_9474,TECH_05,Sunny,WP_1919,Morning,5.84,5.8378,113,4.7274,28.7,0.175,4,0.074,57.52,B
LAT_07907,6/15/2024,F029,BATCH_3544,TECH_01,Sunny,WP_1688,Morning,6.853,6.8536,43.13,3.7642,28.43,0.25,2,0.024,61.53,A
LAT_07908,10/25/2022,F006,BATCH_3281,TECH_02,Rainy,WP_2217,Morning,5.56,5.5584,120.91,4.795,29.17,0.137,5,0.086,56.74,C
LAT_07909,10/21/2023,F024,BATCH_9413,TECH_07,Rainy,WP_5632,Morning,6.406,6.4048,62.37,4.1331,28.11,0.235,3,0.039,60.23,A
LAT_07910,5/31/2023,F011,BATCH_9191,TECH_05,Cloudy,WP_3970,Morning,5.357,5.362,140.34,4.9441,29.05,0.131,5,0.094,57.82,C
LAT_07911,10/16/2023,F021,BATCH_9423,TECH_06,Cloudy,WP_4852,Afternoon,5.584,5.5861,135.61,4.9098,31.84,0.156,5,0.088,56.62,C
LAT_07912,3/1/2022,F021,BATCH_8509,TECH_02,Rainy,WP_8266,Morning,6.052,6.054,94.12,4.5446,30.98,0.191,4,0.061,56.52,B
LAT_07913,10/16/2022,F016,BATCH_8402,TECH_06,Rainy,WP_4162,Morning,6.081,6.0849,95.82,4.5625,31.53,0.182,4,0.059,58.68,B
LAT_07914,6/20/2023,F010,BATCH_7281,TECH_04,Windy,WP_3779,Morning,6.141,6.1412,108.34,4.6853,31.97,0.177,5,0.068,59.5,B
LAT_07915,3/26/2025,F011,BATCH_5439,TECH_06,Cloudy,WP_9027,Morning,6.428,6.4273,69.41,4.24,31.41,0.213,3,0.044,59.9,A
LAT_07916,5/22/2023,F011,BATCH_4867,TECH_06,Sunny,WP_9088,Morning,6.441,6.4433,67.76,4.216,28.58,0.219,3,0.044,58.33,A
LAT_07917,6/13/2025,F022,BATCH_5923,TECH_04,Windy,WP_2044,Morning,6.807,6.8029,44.67,3.7993,28.36,0.241,2,0.029,58.88,A
LAT_07918,10/20/2022,F024,BATCH_8831,TECH_06,Windy,WP_8849,Morning,5.646,5.6482,122.08,4.8047,32.14,0.154,5,0.082,58.7,C
LAT_07919,11/21/2025,F028,BATCH_3857,TECH_01,Sunny,WP_1623,Morning,6.658,6.658,56.36,4.0318,28.94,0.225,3,0.033,58.38,A
LAT_07920,9/27/2025,F003,BATCH_3019,TECH_01,Sunny,WP_8144,Morning,5.44,5.4412,137.51,4.9237,30.66,0.139,5,0.096,57.55,C
LAT_07921,10/23/2022,F022,BATCH_4649,TECH_05,Sunny,WP_6616,Morning,5.698,5.6952,120.42,4.791,31.22,0.138,5,0.083,55.32,C
LAT_07922,3/14/2022,F007,BATCH_2675,TECH_05,Rainy,WP_3791,Afternoon,6.062,6.0598,91.06,4.5115,30.01,0.188,4,0.061,59.87,B
LAT_07923,10/18/2022,F003,BATCH_4058,TECH_04,Rainy,WP_8974,Morning,6.561,6.5609,59.07,4.0787,31.59,0.227,2,0.036,58.07,A
LAT_07924,4/12/2023,F014,BATCH_2131,TECH_03,Rainy,WP_1284,Morning,5.445,5.4422,136.88,4.9191,31.9,0.146,5,0.095,55.91,C
LAT_07925,8/10/2023,F022,BATCH_4354,TECH_02,Windy,WP_9722,Morning,5.643,5.6426,119.95,4.7871,28.97,0.163,5,0.083,57.67,C
LAT_07926,4/16/2026,F004,BATCH_1873,TECH_07,Rainy,WP_8815,Morning,6.579,6.5819,57.94,4.0594,28.45,0.215,3,0.037,60.49,A
LAT_07927,7/11/2025,F016,BATCH_1400,TECH_04,Sunny,WP_1617,Morning,6.256,6.2579,78.32,4.3608,28.85,0.193,3,0.052,57.04,B
LAT_07928,4/26/2025,F006,BATCH_9119,TECH_05,Windy,WP_4165,Afternoon,5.939,5.9378,118.03,4.7709,30.62,0.15,5,0.076,59.65,B
LAT_07929,11/16/2025,F022,BATCH_1586,TECH_05,Cloudy,WP_1951,Morning,,,120.48,4.7915,31.4,0.144,5,0.083,57.15,C
LAT_07930,2/6/2026,F007,BATCH_3607,TECH_03,Sunny,WP_5821,Morning,5.486,5.4868,129.81,4.8661,29.81,0.132,5,0.089,55.78,C
LAT_07931,10/15/2024,F014,BATCH_3746,TECH_02,Rainy,WP_3004,Afternoon,5.604,5.6068,125.13,4.8294,27.75,0.134,5,0.086,56.18,C
LAT_07932,3/9/2024,F022,BATCH_4610,TECH_03,Cloudy,WP_5312,Morning,5.646,5.6426,123.45,4.8158,28.59,0.147,5,0.082,58.59,C
LAT_07933,6/13/2023,F011,BATCH_8537,TECH_04,Cloudy,WP_3749,Morning,5.525,5.5281,125.11,4.8292,31.3,0.156,5,0.087,57.65,C
LAT_07934,3/20/2022,F002,BATCH_5658,TECH_07,Windy,WP_9465,Afternoon,5.797,5.7941,108.15,4.6835,32.17,0.172,4,0.074,57.23,B
LAT_07935,8/2/2023,F022,BATCH_2226,TECH_04,Windy,WP_7900,Morning,6.511,6.5103,63.6,4.1526,30.39,0.192,3,0.038,60.62,A
LAT_07936,8/26/2024,F004,BATCH_3744,TECH_01,Cloudy,WP_6178,Morning,5.388,5.3867,142.45,4.959,31.97,0.12,5,0.096,55.09,C
LAT_07937,2/5/2026,F020,BATCH_5665,TECH_05,Cloudy,WP_5608,Morning,5.578,5.579,135.88,4.9118,28.42,0.146,5,0.093,55.71,C
LAT_07938,4/4/2026,F012,BATCH_4002,TECH_07,Sunny,WP_5079,Morning,6.32,6.318,79.56,4.3765,30.59,0.222,4,0.051,58.54,B
LAT_07939,11/30/2023,F010,BATCH_1455,TECH_02,Sunny,WP_3915,Morning,6.078,6.0795,92.77,4.5301,32.36,2.5,4,0.059,59.49,B
LAT_07940,3/15/2023,F020,BATCH_5264,TECH_01,Cloudy,WP_1345,Morning,6.721,6.7224,40.36,3.6978,28.76,0.245,3,0.026,58.91,A
LAT_07941,4/29/2024,F017,BATCH_3793,TECH_04,Windy,WP_5459,Morning,6.157,6.1578,96.83,4.573,30.75,0.185,4,0.063,57.13,B
LAT_07942,7/23/2024,F030,BATCH_9465,TECH_05,Rainy,WP_1464,Morning,6.668,6.6669,47.73,3.8656,30.03,0.227,2,0.027,60.8,A
LAT_07943,7/31/2025,F012,BATCH_3961,TECH_03,Cloudy,WP_1625,Morning,5.692,5.6892,124.37,4.8233,31.21,0.141,4,0.085,58.4,C
LAT_07944,10/16/2025,F010,BATCH_7314,TECH_07,Windy,WP_2986,Morning,6.595,6.5927,59.16,4.0802,28.83,0.233,2,0.038,59.07,A
LAT_07945,5/13/2022,F024,BATCH_5471,TECH_06,Windy,WP_8007,Morning,5.972,5.97,104.61,4.6502,28.04,0.198,4,0.067,57.59,B
LAT_07946,9/17/2025,F015,BATCH_2865,TECH_07,Cloudy,WP_9342,Morning,6.383,6.3791,62.99,4.143,31.87,0.203,3,0.042,58.5,A
LAT_07947,1/19/2023,F028,BATCH_6319,TECH_01,Rainy,WP_7994,Morning,5.675,5.6775,120.62,4.7926,28.08,0.154,5,0.082,58.44,C
LAT_07948,5/1/2024,F013,BATCH_4539,TECH_06,Sunny,WP_6933,Morning,6.261,6.2598,84.31,4.4345,29.88,0.199,3,0.052,57.64,B
LAT_07949,11/6/2023,F006,BATCH_5864,TECH_06,Sunny,WP_4356,Morning,6.851,6.8522,42.8,3.7565,30.14,0.257,3,0.024,59.94,A
LAT_07950,11/3/2024,F006,BATCH_1679,TECH_01,Sunny,WP_1403,Morning,6.348,6.3467,73.3,4.2946,30.45,0.188,3,0.048,61.48,A
LAT_07951,5/20/2024,F009,BATCH_5846,TECH_06,Cloudy,WP_6186,Morning,5.378,5.379,137.19,4.9214,28.3,0.152,5,0.09,57.5,C
LAT_07952,6/8/2025,F006,BATCH_4672,TECH_03,Windy,WP_7174,Morning,6.947,6.946,40.46,3.7003,29.68,0.254,2,0.023,60.45,A
LAT_07953,1/11/2024,F010,BATCH_6531,TECH_01,Windy,WP_9997,Morning,6.607,6.606,58.74,4.0731,29.41,0.229,2,0.033,59.42,A
LAT_07954,4/23/2025,F022,BATCH_1018,TECH_05,Windy,WP_1522,Morning,5.539,5.5393,135.4,4.9082,32.6,0.13,5,0.089,56.24,C
LAT_07955,9/26/2022,F008,BATCH_5809,TECH_05,Sunny,WP_2386,Morning,6.372,6.3728,78.03,4.3571,28.34,0.214,3,0.047,58.07,A
LAT_07956,7/4/2025,F023,BATCH_1062,TECH_02,Sunny,WP_9783,Morning,5.455,5.4516,140.12,4.9425,29.96,0.129,5,0.094,56.58,C
LAT_07957,2/23/2026,F002,BATCH_2156,TECH_01,Sunny,WP_8505,Morning,6.465,6.4663,68.98,4.2338,30.76,0.212,3,0.042,60.84,A
LAT_07958,12/8/2022,F030,BATCH_6795,TECH_05,Cloudy,WP_5395,Afternoon,5.44,5.4385,146.53,4.9872,31.34,0.144,5,0.095,57.13,C
LAT_07959,6/19/2023,F007,BATCH_4444,TECH_03,Sunny,WP_7240,Morning,5.715,5.7159,126.85,4.843,31.95,0.157,4,0.084,56.84,C
LAT_07960,1/4/2024,F017,BATCH_4147,TECH_07,Windy,WP_6464,Morning,6.093,6.0919,96.74,4.572,28.92,0.192,4,0.062,58.65,B
LAT_07961,1/17/2025,F002,BATCH_4095,TECH_04,Rainy,WP_1589,Morning,5.792,5.7937,107.78,4.6801,29.99,0.164,4,0.07,60.31,B
LAT_07962,1/26/2026,F023,BATCH_9901,TECH_01,Sunny,WP_8923,Morning,6.379,6.3774,72.4,4.2822,32.01,0.227,3,0.045,59.49,A
LAT_07963,8/20/2024,F027,BATCH_6567,TECH_01,Windy,WP_7584,Morning,6.474,6.4779,67.51,4.2123,30.96,0.225,3,0.04,59.51,A
LAT_07964,10/21/2025,F012,BATCH_4013,TECH_05,Cloudy,WP_6303,Morning,6.756,6.76,53.52,3.9801,28.43,0.23,2,0.027,59.06,A
LAT_07965,5/25/2022,F021,BATCH_7654,TECH_01,Windy,WP_5685,Morning,5.98,5.9818,102.27,4.6276,29.8,0.199,4,0.068,60.41,B
LAT_07966,2/11/2022,F004,BATCH_4561,TECH_02,Sunny,WP_7142,Morning,6.372,6.3685,67.82,4.2169,30.95,0.238,3,0.043,59.68,A
LAT_07967,9/18/2022,F007,BATCH_5140,TECH_07,Windy,WP_9883,Morning,5.623,5.6239,122.68,4.8096,28.28,0.151,5,0.081,57.02,C
LAT_07968,7/21/2024,F014,BATCH_9735,TECH_01,Cloudy,WP_5069,Morning,5.543,5.5428,126.56,4.8407,32.42,0.161,5,0.088,57.82,C
LAT_07969,1/8/2023,F020,BATCH_8698,TECH_02,Sunny,WP_7132,Morning,6.342,6.3434,71.42,4.2686,28.88,0.22,3,0.046,61.33,A
LAT_07970,11/13/2023,F008,BATCH_1541,TECH_07,Windy,WP_1257,Morning,5.274,5.273,134.55,4.9019,29.52,0.134,5,0.094,59.26,C
LAT_07971,5/16/2022,F017,BATCH_5688,TECH_05,Sunny,WP_4511,Morning,6.438,6.4372,66.13,4.1916,31.11,0.215,3,0.043,58.02,A
LAT_07972,11/8/2025,F013,BATCH_4020,TECH_01,Windy,WP_3286,Morning,5.541,5.542,132.52,4.8867,30.6,0.153,5,0.087,58.79,C
LAT_07973,12/29/2023,F002,BATCH_9265,TECH_01,Sunny,WP_8465,Morning,6.675,6.6758,57.83,4.0575,32.27,0.23,3,0.036,59.53,A
LAT_07974,9/13/2024,F011,BATCH_8281,TECH_07,Rainy,WP_8631,Morning,6.251,6.2494,77.67,4.3525,28.33,0.19,3,0.052,58.66,B
LAT_07975,1/13/2026,F016,BATCH_8911,TECH_04,Cloudy,WP_5115,Morning,6.378,6.3821,78.64,4.3649,29.39,0.218,4,0.049,61.09,A
LAT_07976,6/27/2022,F021,BATCH_3835,TECH_05,Rainy,WP_7031,Morning,6.055,6.0574,93.58,4.5388,32.03,0.193,4,0.06,57.47,B
LAT_07977,9/28/2023,F004,BATCH_2433,TECH_02,Rainy,WP_1949,Morning,5.693,5.6972,125.22,4.8301,27.84,0.162,5,0.084,55.63,C
LAT_07978,8/1/2024,F018,BATCH_2253,TECH_01,Rainy,WP_1714,Morning,5.3,5.2985,139.58,4.9386,27.97,0.144,5,0.097,58.76,C
LAT_07979,8/9/2022,F025,BATCH_3208,TECH_07,Sunny,WP_8372,Morning,5.718,5.7178,128.4,4.8552,32.4,0.159,5,0.087,55.78,C
LAT_07980,10/25/2025,F004,BATCH_4887,TECH_02,Rainy,WP_8527,Morning,6.485,6.4838,67.99,4.2194,29.21,0.229,2,0.045,60.62,A
LAT_07981,2/8/2022,F020,BATCH_1340,TECH_04,Rainy,WP_7311,Morning,6.354,6.3558,66.66,4.1996,28.5,0.237,3,0.043,59.87,A
LAT_07982,2/9/2022,F028,BATCH_3193,TECH_03,Windy,WP_9432,Morning,6.887,6.8868,38.14,3.6413,32.05,0.247,2,0.024,61.24,A
LAT_07983,6/17/2022,F015,BATCH_5461,TECH_01,Cloudy,WP_9679,Morning,6.739,6.7376,52.17,3.9545,29.42,0.244,2,0.028,60.45,A
LAT_07984,2/1/2023,F011,BATCH_7031,TECH_02,Cloudy,WP_9440,Morning,5.894,5.8932,111.55,4.7145,31.38,0.162,4,0.073,58.18,B
LAT_07985,6/10/2022,F022,BATCH_7417,TECH_03,Windy,WP_7731,Morning,6.31,6.3118,68.89,4.2325,27.51,0.217,3,0.045,60.24,A
LAT_07986,6/18/2023,F001,BATCH_9162,TECH_05,Rainy,WP_8798,Morning,5.523,5.5237,134.2,4.8993,29.39,0.139,4,0.09,56.66,C
LAT_07987,10/23/2025,F022,BATCH_3166,TECH_02,Sunny,WP_2647,Morning,6.374,6.3734,70.51,4.2558,28.71,0.227,3,0.047,60.16,A
LAT_07988,9/28/2023,F002,BATCH_7011,TECH_02,Sunny,WP_5404,Afternoon,6.919,6.921,33.03,3.4974,31.04,0.252,2,0.023,60.2,A
LAT_07989,1/28/2025,F015,BATCH_3369,TECH_06,Rainy,WP_7803,Afternoon,5.632,5.6311,129.4,4.8629,30.64,0.154,5,0.083,57.21,C
LAT_07990,1/5/2025,F007,BATCH_5847,TECH_05,Sunny,WP_8725,Morning,6.421,6.4156,72,4.2767,30.28,0.227,3,0.045,58.62,A
LAT_07991,8/12/2024,F010,BATCH_6319,TECH_05,Rainy,WP_3946,Morning,6.881,6.884,35.99,3.5832,31.57,0.244,2,0.023,58.3,A
LAT_07992,4/7/2024,F001,BATCH_7255,TECH_05,Sunny,WP_8275,Morning,5.436,5.4372,138.92,4.9339,29.94,0.147,5,0.093,55.44,C
LAT_07993,1/3/2026,F014,BATCH_8611,TECH_05,Cloudy,WP_2384,Morning,5.411,5.411,136.36,4.9153,31.63,0.126,5,0.091,58,C
LAT_07994,5/13/2023,F001,BATCH_7327,TECH_05,Windy,WP_1880,Morning,6.834,6.8341,35.22,3.5616,31.74,0.241,2,0.022,58.32,A
LAT_07995,12/28/2024,F024,BATCH_6035,TECH_01,Rainy,WP_3248,Morning,,,130.54,4.8717,30.69,0.151,5,0.087,55.76,C
LAT_07996,8/15/2023,F001,BATCH_2286,TECH_06,Sunny,WP_5459,Morning,5.645,5.6487,123.17,4.8136,31.61,0.137,4,0.085,56.72,C
LAT_07997,12/5/2023,F023,BATCH_8815,TECH_03,Sunny,WP_3621,Morning,6.172,6.1761,89.8,4.4976,28.07,0.2,3,0.056,57.16,B
LAT_07998,7/25/2023,F021,BATCH_6607,TECH_04,Cloudy,WP_4398,Morning,6.668,6.6712,44.14,3.7874,28.13,0.251,2,0.03,60.44,A
LAT_07999,9/20/2022,F005,BATCH_7690,TECH_04,Cloudy,WP_6802,Morning,6.407,6.4101,63.87,4.1568,29.2,0.209,3,0.041,61.51,A
LAT_08000,10/5/2023,F015,BATCH_7676,TECH_05,Windy,WP_6771,Morning,5.482,5.481,138.66,4.932,31.12,0.143,5,0.094,55.97,C
LAT_08001,1/17/2023,F024,BATCH_9140,TECH_02,Windy,WP_2923,Morning,5.732,5.7317,114.06,4.7367,32.01,0.157,4,0.08,56.21,C
LAT_08002,1/20/2026,F023,BATCH_5603,TECH_03,Sunny,WP_6804,Morning,5.777,5.7733,116.44,4.7574,28.48,0.163,5,0.076,59.18,B
LAT_08003,7/28/2025,F028,BATCH_1528,TECH_01,Cloudy,WP_5134,Morning,6.005,6.0038,96.46,4.5691,30.42,0.184,4,0.065,58.9,B
LAT_08004,12/9/2023,F003,BATCH_4109,TECH_04,Rainy,WP_5694,Morning,6.335,6.3326,74.07,4.305,28.86,0.217,3,0.048,60.45,A
LAT_08005,12/13/2023,F028,BATCH_9994,TECH_04,Windy,WP_7531,Morning,6.743,6.7464,50.03,3.9126,28.58,0.222,3,0.031,60.18,A
LAT_08006,7/14/2023,F022,BATCH_2264,TECH_07,Windy,WP_9829,Morning,6.882,6.8844,47.26,3.8557,28.84,0.242,2,0.028,59.37,A
LAT_08007,4/7/2022,F029,BATCH_2217,TECH_01,Rainy,WP_5368,Morning,5.932,5.9332,105.54,4.6591,29.21,0.165,4,0.069,59.65,B
LAT_08008,5/16/2022,F001,BATCH_4162,TECH_04,Cloudy,WP_9410,Morning,6.395,6.3953,70.23,4.2518,29.79,0.226,2,0.044,59.14,A
LAT_08009,10/23/2023,F025,BATCH_2055,TECH_06,Windy,WP_5525,Morning,6.28,6.2797,80.26,4.3853,30.69,0.21,3,0.053,59.51,B
LAT_08010,7/21/2024,F005,BATCH_3274,TECH_03,Windy,WP_8335,Morning,6.781,6.7822,42.22,3.7429,31.57,0.248,3,0.025,59.07,A
LAT_08011,9/1/2023,F016,BATCH_3694,TECH_03,Rainy,WP_2924,Morning,6.397,6.3978,73.03,4.2909,29.39,0.217,2,0.045,59.3,A
LAT_08012,8/31/2024,F016,BATCH_1237,TECH_04,Cloudy,WP_1369,Morning,6.074,6.0686,93.33,4.5361,30.82,0.183,4,0.062,57.58,B
LAT_08013,10/12/2023,F002,BATCH_4883,TECH_04,Cloudy,WP_9912,Morning,6.19,6.188,79.36,4.374,29.67,0.192,3,0.052,56.55,B
LAT_08014,9/4/2022,F005,BATCH_4941,TECH_06,Sunny,WP_9682,Morning,5.891,5.8917,103.6,4.6405,32.15,0.18,4,0.068,56.33,B
